financial_year,actual_revised_estimated,category,item,sector,ministry,type,amount,percent_of_gdp
2015,Actual,Expenditure,Special Transfers Excluding Top-ups to Endowment and Trust Funds,Special Transfers Excluding Top-ups to Endowment and Trust Funds,Special Transfers Excluding Top-ups to Endowment and Trust Funds,Special Transfers Excluding Top-ups to Endowment and Trust Funds,4369,0.01
2015,Actual,Expenditure,Top-ups to Endowment and Trust Funds,Top-ups to Endowment and Trust Funds,Top-ups to Endowment and Trust Funds,Top-ups to Endowment and Trust Funds,6000,0.014
2015,Actual,Expenditure,Interest Costs and Loan Expenses,Interest Costs and Loan Expenses,Interest Costs and Loan Expenses,Interest Costs and Loan Expenses,0,0
2015,Actual,Expenditure,Capitalisation of Nationally Significant Infrastructure,Capitalisation of Nationally Significant Infrastructure,Capitalisation of Nationally Significant Infrastructure,Capitalisation of Nationally Significant Infrastructure,0,0
2015,Actual,Expenditure,Depreciation of Nationally Significant Infrastructure,Depreciation of Nationally Significant Infrastructure,Depreciation of Nationally Significant Infrastructure,Depreciation of Nationally Significant Infrastructure,0,0
2015,Actual,Revenue,Operating Revenue,Operating Revenue,Corporate Income Tax,Corporate Income Tax,13815,0.032
2015,Actual,Revenue,Operating Revenue,Operating Revenue,Personal Income Tax,Personal Income Tax,9235,0.022
2015,Actual,Revenue,Operating Revenue,Operating Revenue,Withholding Tax,Withholding Tax,1402,0.003
2015,Actual,Revenue,Operating Revenue,Operating Revenue,Statutory Boards' Contributions,Statutory Boards' Contributions,438,0.001
2015,Actual,Revenue,Operating Revenue,Operating Revenue,Assets Taxes,Assets Taxes,4455,0.01
2015,Actual,Revenue,Operating Revenue,Operating Revenue,"Customs, Excise and Carbon Taxes","Customs, Excise and Carbon Taxes",2833,0.007
2015,Actual,Revenue,Operating Revenue,Operating Revenue,Goods and Services Tax,Goods and Services Tax,10345,0.024
2015,Actual,Revenue,Operating Revenue,Operating Revenue,Motor Vehicle Taxes,Motor Vehicle Taxes,1760,0.004
2015,Actual,Revenue,Operating Revenue,Operating Revenue,Betting Taxes,Betting Taxes,2719,0.006
2015,Actual,Revenue,Operating Revenue,Operating Revenue,Stamp Duty,Stamp Duty,2769,0.006
2015,Actual,Revenue,Operating Revenue,Operating Revenue,Other Taxes,Other Taxes,5876,0.014
2015,Actual,Revenue,Operating Revenue,Operating Revenue,Vehicle Quota Premiums,Vehicle Quota Premiums,5425,0.013
2015,Actual,Revenue,Operating Revenue,Operating Revenue,Fees and Charges (Excluding Vehicle Quota Premiums),Fees and Charges (Excluding Vehicle Quota Premiums),3249,0.008
2015,Actual,Revenue,Operating Revenue,Operating Revenue,Others,Others,502,0.001
2015,Actual,Revenue,Net Investment Income/Returns Contribution,Net Investment Income/Returns Contribution,Net Investment Income/Returns Contribution,Net Investment Income/Returns Contribution,8943,0.021
2016,Actual,Expenditure,Total Expenditure,Social Development,Education,Operating,11812,0.026
2016,Actual,Expenditure,Total Expenditure,Social Development,Education,Development,657,0.001
2016,Actual,Expenditure,Total Expenditure,Social Development,National Development,Operating,2284,0.005
2016,Actual,Expenditure,Total Expenditure,Social Development,National Development,Development,1248,0.003
2016,Actual,Expenditure,Total Expenditure,Social Development,Health,Operating,8199,0.018
2016,Actual,Expenditure,Total Expenditure,Social Development,Health,Development,1619,0.004
2016,Actual,Expenditure,Total Expenditure,Social Development,Sustainability and the Environment,Operating,1201,0.003
2016,Actual,Expenditure,Total Expenditure,Social Development,Sustainability and the Environment,Development,684,0.002
2016,Actual,Expenditure,Total Expenditure,Social Development,"Culture, Community and Youth",Operating,1444,0.003
2016,Actual,Expenditure,Total Expenditure,Social Development,"Culture, Community and Youth",Development,507,0.001
2016,Actual,Expenditure,Total Expenditure,Social Development,Social and Family Development,Operating,2389,0.005
2016,Actual,Expenditure,Total Expenditure,Social Development,Social and Family Development,Development,98,0
2016,Actual,Expenditure,Total Expenditure,Social Development,Communications and Information,Operating,456,0.001
2016,Actual,Expenditure,Total Expenditure,Social Development,Communications and Information,Development,88,0
2016,Actual,Expenditure,Total Expenditure,Social Development,Social Manpower,Operating,1154,0.003
2016,Actual,Expenditure,Total Expenditure,Social Development,Social Manpower,Development,0,0
2016,Actual,Expenditure,Total Expenditure,Security and External Relations,Defence,Operating,13281,0.03
2016,Actual,Expenditure,Total Expenditure,Security and External Relations,Defence,Development,543,0.001
2016,Actual,Expenditure,Total Expenditure,Security and External Relations,Home Affairs,Operating,4652,0.01
2016,Actual,Expenditure,Total Expenditure,Security and External Relations,Home Affairs,Development,573,0.001
2016,Actual,Expenditure,Total Expenditure,Security and External Relations,Foreign Affairs,Operating,439,0.001
2016,Actual,Expenditure,Total Expenditure,Security and External Relations,Foreign Affairs,Development,53,0
2016,Actual,Expenditure,Total Expenditure,Economic Development,Economic Manpower,Operating,634,0.001
2016,Actual,Expenditure,Total Expenditure,Economic Development,Economic Manpower,Development,21,0
2016,Actual,Expenditure,Total Expenditure,Economic Development,Transport,Operating,953,0.002
2016,Actual,Expenditure,Total Expenditure,Economic Development,Transport,Development,9319,0.021
2016,Actual,Expenditure,Total Expenditure,Economic Development,Trade and Industry,Operating,921,0.002
2016,Actual,Expenditure,Total Expenditure,Economic Development,Trade and Industry,Development,2858,0.006
2016,Actual,Expenditure,Total Expenditure,Economic Development,Info-Communications and Media Development,Operating,490,0.001
2016,Actual,Expenditure,Total Expenditure,Economic Development,Info-Communications and Media Development,Development,105,0
2016,Actual,Expenditure,Total Expenditure,Government Administration,Finance,Operating,824,0.002
2016,Actual,Expenditure,Total Expenditure,Government Administration,Finance,Development,72,0
2016,Actual,Expenditure,Total Expenditure,Government Administration,Law,Operating,181,0
2016,Actual,Expenditure,Total Expenditure,Government Administration,Law,Development,377,0.001
2016,Actual,Expenditure,Total Expenditure,Government Administration,Organs of State,Operating,440,0.001
2016,Actual,Expenditure,Total Expenditure,Government Administration,Organs of State,Development,55,0
2016,Actual,Expenditure,Total Expenditure,Government Administration,Prime Minister's Office,Operating,374,0.001
2016,Actual,Expenditure,Total Expenditure,Government Administration,Prime Minister's Office,Development,40,0
2016,Actual,Expenditure,Special Transfers Excluding Top-ups to Endowment and Trust Funds,Special Transfers Excluding Top-ups to Endowment and Trust Funds,Special Transfers Excluding Top-ups to Endowment and Trust Funds,Special Transfers Excluding Top-ups to Endowment and Trust Funds,2772,0.006
2016,Actual,Expenditure,Top-ups to Endowment and Trust Funds,Top-ups to Endowment and Trust Funds,Top-ups to Endowment and Trust Funds,Top-ups to Endowment and Trust Funds,3600,0.008
2016,Actual,Expenditure,Interest Costs and Loan Expenses,Interest Costs and Loan Expenses,Interest Costs and Loan Expenses,Interest Costs and Loan Expenses,0,0
2016,Actual,Expenditure,Capitalisation of Nationally Significant Infrastructure,Capitalisation of Nationally Significant Infrastructure,Capitalisation of Nationally Significant Infrastructure,Capitalisation of Nationally Significant Infrastructure,0,0
2016,Actual,Expenditure,Depreciation of Nationally Significant Infrastructure,Depreciation of Nationally Significant Infrastructure,Depreciation of Nationally Significant Infrastructure,Depreciation of Nationally Significant Infrastructure,0,0
2016,Actual,Revenue,Operating Revenue,Operating Revenue,Corporate Income Tax,Corporate Income Tax,13602,0.03
2016,Actual,Revenue,Operating Revenue,Operating Revenue,Personal Income Tax,Personal Income Tax,10526,0.023
2016,Actual,Revenue,Operating Revenue,Operating Revenue,Withholding Tax,Withholding Tax,1474,0.003
2016,Actual,Revenue,Operating Revenue,Operating Revenue,Statutory Boards' Contributions,Statutory Boards' Contributions,775,0.002
2016,Actual,Revenue,Operating Revenue,Operating Revenue,Assets Taxes,Assets Taxes,4360,0.01
2016,Actual,Revenue,Operating Revenue,Operating Revenue,"Customs, Excise and Carbon Taxes","Customs, Excise and Carbon Taxes",2730,0.006
2016,Actual,Revenue,Operating Revenue,Operating Revenue,Goods and Services Tax,Goods and Services Tax,11078,0.025
2016,Actual,Revenue,Operating Revenue,Operating Revenue,Motor Vehicle Taxes,Motor Vehicle Taxes,2148,0.005
2016,Actual,Revenue,Operating Revenue,Operating Revenue,Betting Taxes,Betting Taxes,2682,0.006
2016,Actual,Revenue,Operating Revenue,Operating Revenue,Stamp Duty,Stamp Duty,3278,0.007
2016,Actual,Revenue,Operating Revenue,Operating Revenue,Other Taxes,Other Taxes,6045,0.013
2016,Actual,Revenue,Operating Revenue,Operating Revenue,Vehicle Quota Premiums,Vehicle Quota Premiums,6551,0.015
2016,Actual,Revenue,Operating Revenue,Operating Revenue,Fees and Charges (Excluding Vehicle Quota Premiums),Fees and Charges (Excluding Vehicle Quota Premiums),3209,0.007
2016,Actual,Revenue,Operating Revenue,Operating Revenue,Others,Others,506,0.001
2016,Actual,Revenue,Net Investment Income/Returns Contribution,Net Investment Income/Returns Contribution,Net Investment Income/Returns Contribution,Net Investment Income/Returns Contribution,14577,0.032
2017,Actual,Expenditure,Total Expenditure,Social Development,Education,Operating,12080,0.025
2017,Actual,Expenditure,Total Expenditure,Social Development,Education,Development,611,0.001
2017,Actual,Expenditure,Total Expenditure,Social Development,National Development,Operating,3218,0.007
2017,Actual,Expenditure,Total Expenditure,Social Development,National Development,Development,1257,0.003
2017,Actual,Expenditure,Total Expenditure,Social Development,Health,Operating,8734,0.018
2017,Actual,Expenditure,Total Expenditure,Social Development,Health,Development,1465,0.003
2017,Actual,Expenditure,Total Expenditure,Social Development,Sustainability and the Environment,Operating,1248,0.003
2017,Actual,Expenditure,Total Expenditure,Social Development,Sustainability and the Environment,Development,1549,0.003
2017,Actual,Expenditure,Total Expenditure,Social Development,"Culture, Community and Youth",Operating,1586,0.003
2017,Actual,Expenditure,Total Expenditure,Social Development,"Culture, Community and Youth",Development,489,0.001
2017,Actual,Expenditure,Total Expenditure,Social Development,Social and Family Development,Operating,2459,0.005
2017,Actual,Expenditure,Total Expenditure,Social Development,Social and Family Development,Development,87,0
2017,Actual,Expenditure,Total Expenditure,Social Development,Communications and Information,Operating,496,0.001
2017,Actual,Expenditure,Total Expenditure,Social Development,Communications and Information,Development,160,0
2017,Actual,Expenditure,Total Expenditure,Social Development,Social Manpower,Operating,1028,0.002
2017,Actual,Expenditure,Total Expenditure,Social Development,Social Manpower,Development,0,0
2017,Actual,Expenditure,Total Expenditure,Security and External Relations,Defence,Operating,13582,0.028
2017,Actual,Expenditure,Total Expenditure,Security and External Relations,Defence,Development,594,0.001
2017,Actual,Expenditure,Total Expenditure,Security and External Relations,Home Affairs,Operating,4996,0.01
2017,Actual,Expenditure,Total Expenditure,Security and External Relations,Home Affairs,Development,831,0.002
2017,Actual,Expenditure,Total Expenditure,Security and External Relations,Foreign Affairs,Operating,435,0.001
2017,Actual,Expenditure,Total Expenditure,Security and External Relations,Foreign Affairs,Development,24,0
2017,Actual,Expenditure,Total Expenditure,Economic Development,Economic Manpower,Operating,645,0.001
2017,Actual,Expenditure,Total Expenditure,Economic Development,Economic Manpower,Development,34,0
2017,Actual,Expenditure,Total Expenditure,Economic Development,Transport,Operating,1607,0.003
2017,Actual,Expenditure,Total Expenditure,Economic Development,Transport,Development,7572,0.016
2017,Actual,Expenditure,Total Expenditure,Economic Development,Trade and Industry,Operating,943,0.002
2017,Actual,Expenditure,Total Expenditure,Economic Development,Trade and Industry,Development,2688,0.006
2017,Actual,Expenditure,Total Expenditure,Economic Development,Info-Communications and Media Development,Operating,378,0.001
2017,Actual,Expenditure,Total Expenditure,Economic Development,Info-Communications and Media Development,Development,4,0
2017,Actual,Expenditure,Total Expenditure,Government Administration,Finance,Operating,833,0.002
2017,Actual,Expenditure,Total Expenditure,Government Administration,Finance,Development,62,0
2017,Actual,Expenditure,Total Expenditure,Government Administration,Law,Operating,185,0
2017,Actual,Expenditure,Total Expenditure,Government Administration,Law,Development,320,0.001
2017,Actual,Expenditure,Total Expenditure,Government Administration,Organs of State,Operating,473,0.001
2017,Actual,Expenditure,Total Expenditure,Government Administration,Organs of State,Development,105,0
2017,Actual,Expenditure,Total Expenditure,Government Administration,Prime Minister's Office,Operating,653,0.001
2017,Actual,Expenditure,Total Expenditure,Government Administration,Prime Minister's Office,Development,123,0
2017,Actual,Expenditure,Special Transfers Excluding Top-ups to Endowment and Trust Funds,Special Transfers Excluding Top-ups to Endowment and Trust Funds,Special Transfers Excluding Top-ups to Endowment and Trust Funds,Special Transfers Excluding Top-ups to Endowment and Trust Funds,2112,0.004
2017,Actual,Expenditure,Top-ups to Endowment and Trust Funds,Top-ups to Endowment and Trust Funds,Top-ups to Endowment and Trust Funds,Top-ups to Endowment and Trust Funds,4010,0.008
2017,Actual,Expenditure,Interest Costs and Loan Expenses,Interest Costs and Loan Expenses,Interest Costs and Loan Expenses,Interest Costs and Loan Expenses,0,0
2017,Actual,Expenditure,Capitalisation of Nationally Significant Infrastructure,Capitalisation of Nationally Significant Infrastructure,Capitalisation of Nationally Significant Infrastructure,Capitalisation of Nationally Significant Infrastructure,0,0
2017,Actual,Expenditure,Depreciation of Nationally Significant Infrastructure,Depreciation of Nationally Significant Infrastructure,Depreciation of Nationally Significant Infrastructure,Depreciation of Nationally Significant Infrastructure,0,0
2017,Actual,Revenue,Operating Revenue,Operating Revenue,Corporate Income Tax,Corporate Income Tax,14944,0.031
2017,Actual,Revenue,Operating Revenue,Operating Revenue,Personal Income Tax,Personal Income Tax,10724,0.022
2017,Actual,Revenue,Operating Revenue,Operating Revenue,Withholding Tax,Withholding Tax,1532,0.003
2017,Actual,Revenue,Operating Revenue,Operating Revenue,Statutory Boards' Contributions,Statutory Boards' Contributions,4866,0.01
2017,Actual,Revenue,Operating Revenue,Operating Revenue,Assets Taxes,Assets Taxes,4440,0.009
2017,Actual,Revenue,Operating Revenue,Operating Revenue,"Customs, Excise and Carbon Taxes","Customs, Excise and Carbon Taxes",3133,0.007
2017,Actual,Revenue,Operating Revenue,Operating Revenue,Goods and Services Tax,Goods and Services Tax,10960,0.023
2017,Actual,Revenue,Operating Revenue,Operating Revenue,Motor Vehicle Taxes,Motor Vehicle Taxes,2153,0.004
2017,Actual,Revenue,Operating Revenue,Operating Revenue,Betting Taxes,Betting Taxes,2688,0.006
2017,Actual,Revenue,Operating Revenue,Operating Revenue,Stamp Duty,Stamp Duty,4905,0.01
2017,Actual,Revenue,Operating Revenue,Operating Revenue,Other Taxes,Other Taxes,6019,0.013
2017,Actual,Revenue,Operating Revenue,Operating Revenue,Vehicle Quota Premiums,Vehicle Quota Premiums,5796,0.012
2017,Actual,Revenue,Operating Revenue,Operating Revenue,Fees and Charges (Excluding Vehicle Quota Premiums),Fees and Charges (Excluding Vehicle Quota Premiums),3279,0.007
2017,Actual,Revenue,Operating Revenue,Operating Revenue,Others,Others,378,0.001
2017,Actual,Revenue,Net Investment Income/Returns Contribution,Net Investment Income/Returns Contribution,Net Investment Income/Returns Contribution,Net Investment Income/Returns Contribution,14724,0.031
2018,Actual,Expenditure,Total Expenditure,Social Development,Education,Operating,12429,0.024
2018,Actual,Expenditure,Total Expenditure,Social Development,Education,Development,447,0.001
2018,Actual,Expenditure,Total Expenditure,Social Development,National Development,Operating,2941,0.006
2018,Actual,Expenditure,Total Expenditure,Social Development,National Development,Development,1191,0.002
2018,Actual,Expenditure,Total Expenditure,Social Development,Health,Operating,8937,0.017
2018,Actual,Expenditure,Total Expenditure,Social Development,Health,Development,1490,0.003
2018,Actual,Expenditure,Total Expenditure,Social Development,Sustainability and the Environment,Operating,1295,0.003
2018,Actual,Expenditure,Total Expenditure,Social Development,Sustainability and the Environment,Development,839,0.002
2018,Actual,Expenditure,Total Expenditure,Social Development,"Culture, Community and Youth",Operating,1668,0.003
2018,Actual,Expenditure,Total Expenditure,Social Development,"Culture, Community and Youth",Development,300,0.001
2018,Actual,Expenditure,Total Expenditure,Social Development,Social and Family Development,Operating,2608,0.005
2018,Actual,Expenditure,Total Expenditure,Social Development,Social and Family Development,Development,115,0
2018,Actual,Expenditure,Total Expenditure,Social Development,Communications and Information,Operating,494,0.001
2018,Actual,Expenditure,Total Expenditure,Social Development,Communications and Information,Development,36,0
2018,Actual,Expenditure,Total Expenditure,Social Development,Social Manpower,Operating,1027,0.002
2018,Actual,Expenditure,Total Expenditure,Social Development,Social Manpower,Development,2,0
2018,Actual,Expenditure,Total Expenditure,Security and External Relations,Defence,Operating,13825,0.027
2018,Actual,Expenditure,Total Expenditure,Security and External Relations,Defence,Development,482,0.001
2018,Actual,Expenditure,Total Expenditure,Security and External Relations,Home Affairs,Operating,5505,0.011
2018,Actual,Expenditure,Total Expenditure,Security and External Relations,Home Affairs,Development,1129,0.002
2018,Actual,Expenditure,Total Expenditure,Security and External Relations,Foreign Affairs,Operating,444,0.001
2018,Actual,Expenditure,Total Expenditure,Security and External Relations,Foreign Affairs,Development,26,0
2018,Actual,Expenditure,Total Expenditure,Economic Development,Economic Manpower,Operating,697,0.001
2018,Actual,Expenditure,Total Expenditure,Economic Development,Economic Manpower,Development,34,0
2018,Actual,Expenditure,Total Expenditure,Economic Development,Transport,Operating,1900,0.004
2018,Actual,Expenditure,Total Expenditure,Economic Development,Transport,Development,9877,0.019
2018,Actual,Expenditure,Total Expenditure,Economic Development,Trade and Industry,Operating,993,0.002
2018,Actual,Expenditure,Total Expenditure,Economic Development,Trade and Industry,Development,3656,0.007
2018,Actual,Expenditure,Total Expenditure,Economic Development,Info-Communications and Media Development,Operating,617,0.001
2018,Actual,Expenditure,Total Expenditure,Economic Development,Info-Communications and Media Development,Development,8,0
2018,Actual,Expenditure,Total Expenditure,Government Administration,Finance,Operating,828,0.002
2018,Actual,Expenditure,Total Expenditure,Government Administration,Finance,Development,74,0
2018,Actual,Expenditure,Total Expenditure,Government Administration,Law,Operating,185,0
2018,Actual,Expenditure,Total Expenditure,Government Administration,Law,Development,217,0
2018,Actual,Expenditure,Total Expenditure,Government Administration,Organs of State,Operating,496,0.001
2018,Actual,Expenditure,Total Expenditure,Government Administration,Organs of State,Development,184,0
2018,Actual,Expenditure,Total Expenditure,Government Administration,Prime Minister's Office,Operating,670,0.001
2018,Actual,Expenditure,Total Expenditure,Government Administration,Prime Minister's Office,Development,159,0
2018,Actual,Expenditure,Special Transfers Excluding Top-ups to Endowment and Trust Funds,Special Transfers Excluding Top-ups to Endowment and Trust Funds,Special Transfers Excluding Top-ups to Endowment and Trust Funds,Special Transfers Excluding Top-ups to Endowment and Trust Funds,1689,0.003
2018,Actual,Expenditure,Top-ups to Endowment and Trust Funds,Top-ups to Endowment and Trust Funds,Top-ups to Endowment and Trust Funds,Top-ups to Endowment and Trust Funds,7300,0.014
2018,Actual,Expenditure,Interest Costs and Loan Expenses,Interest Costs and Loan Expenses,Interest Costs and Loan Expenses,Interest Costs and Loan Expenses,0,0
2018,Actual,Expenditure,Capitalisation of Nationally Significant Infrastructure,Capitalisation of Nationally Significant Infrastructure,Capitalisation of Nationally Significant Infrastructure,Capitalisation of Nationally Significant Infrastructure,0,0
2018,Actual,Expenditure,Depreciation of Nationally Significant Infrastructure,Depreciation of Nationally Significant Infrastructure,Depreciation of Nationally Significant Infrastructure,Depreciation of Nationally Significant Infrastructure,0,0
2018,Actual,Revenue,Operating Revenue,Operating Revenue,Corporate Income Tax,Corporate Income Tax,16032,0.031
2018,Actual,Revenue,Operating Revenue,Operating Revenue,Personal Income Tax,Personal Income Tax,11706,0.023
2018,Actual,Revenue,Operating Revenue,Operating Revenue,Withholding Tax,Withholding Tax,1590,0.003
2018,Actual,Revenue,Operating Revenue,Operating Revenue,Statutory Boards' Contributions,Statutory Boards' Contributions,1490,0.003
2018,Actual,Revenue,Operating Revenue,Operating Revenue,Assets Taxes,Assets Taxes,4649,0.009
2018,Actual,Revenue,Operating Revenue,Operating Revenue,"Customs, Excise and Carbon Taxes","Customs, Excise and Carbon Taxes",3075,0.006
2018,Actual,Revenue,Operating Revenue,Operating Revenue,Goods and Services Tax,Goods and Services Tax,11137,0.022
2018,Actual,Revenue,Operating Revenue,Operating Revenue,Motor Vehicle Taxes,Motor Vehicle Taxes,2623,0.005
2018,Actual,Revenue,Operating Revenue,Operating Revenue,Betting Taxes,Betting Taxes,2664,0.005
2018,Actual,Revenue,Operating Revenue,Operating Revenue,Stamp Duty,Stamp Duty,4607,0.009
2018,Actual,Revenue,Operating Revenue,Operating Revenue,Other Taxes,Other Taxes,6629,0.013
2018,Actual,Revenue,Operating Revenue,Operating Revenue,Vehicle Quota Premiums,Vehicle Quota Premiums,3616,0.007
2018,Actual,Revenue,Operating Revenue,Operating Revenue,Fees and Charges (Excluding Vehicle Quota Premiums),Fees and Charges (Excluding Vehicle Quota Premiums),3490,0.007
2018,Actual,Revenue,Operating Revenue,Operating Revenue,Others,Others,430,0.001
2018,Actual,Revenue,Net Investment Income/Returns Contribution,Net Investment Income/Returns Contribution,Net Investment Income/Returns Contribution,Net Investment Income/Returns Contribution,16413,0.032
2019,Actual,Expenditure,Total Expenditure,Social Development,Education,Operating,11932,0.023
2019,Actual,Expenditure,Total Expenditure,Social Development,Education,Development,791,0.002
2019,Actual,Expenditure,Total Expenditure,Social Development,National Development,Operating,2606,0.005
2019,Actual,Expenditure,Total Expenditure,Social Development,National Development,Development,926,0.002
2019,Actual,Expenditure,Total Expenditure,Social Development,Health,Operating,9915,0.019
2019,Actual,Expenditure,Total Expenditure,Social Development,Health,Development,1404,0.003
2019,Actual,Expenditure,Total Expenditure,Social Development,Sustainability and the Environment,Operating,1540,0.003
2019,Actual,Expenditure,Total Expenditure,Social Development,Sustainability and the Environment,Development,1076,0.002
2019,Actual,Expenditure,Total Expenditure,Social Development,"Culture, Community and Youth",Operating,1674,0.003
2019,Actual,Expenditure,Total Expenditure,Social Development,"Culture, Community and Youth",Development,210,0
2019,Actual,Expenditure,Total Expenditure,Social Development,Social and Family Development,Operating,2835,0.006
2019,Actual,Expenditure,Total Expenditure,Social Development,Social and Family Development,Development,111,0
2019,Actual,Expenditure,Total Expenditure,Social Development,Communications and Information,Operating,517,0.001
2019,Actual,Expenditure,Total Expenditure,Social Development,Communications and Information,Development,41,0
2019,Actual,Expenditure,Total Expenditure,Social Development,Social Manpower,Operating,1029,0.002
2019,Actual,Expenditure,Total Expenditure,Social Development,Social Manpower,Development,2,0
2019,Actual,Expenditure,Total Expenditure,Security and External Relations,Defence,Operating,13669,0.027
2019,Actual,Expenditure,Total Expenditure,Security and External Relations,Defence,Development,481,0.001
2019,Actual,Expenditure,Total Expenditure,Security and External Relations,Home Affairs,Operating,5703,0.011
2019,Actual,Expenditure,Total Expenditure,Security and External Relations,Home Affairs,Development,972,0.002
2019,Actual,Expenditure,Total Expenditure,Security and External Relations,Foreign Affairs,Operating,436,0.001
2019,Actual,Expenditure,Total Expenditure,Security and External Relations,Foreign Affairs,Development,16,0
2019,Actual,Expenditure,Total Expenditure,Economic Development,Economic Manpower,Operating,892,0.002
2019,Actual,Expenditure,Total Expenditure,Economic Development,Economic Manpower,Development,65,0
2019,Actual,Expenditure,Total Expenditure,Economic Development,Transport,Operating,1945,0.004
2019,Actual,Expenditure,Total Expenditure,Economic Development,Transport,Development,6617,0.013
2019,Actual,Expenditure,Total Expenditure,Economic Development,Trade and Industry,Operating,1116,0.002
2019,Actual,Expenditure,Total Expenditure,Economic Development,Trade and Industry,Development,3176,0.006
2019,Actual,Expenditure,Total Expenditure,Economic Development,Info-Communications and Media Development,Operating,535,0.001
2019,Actual,Expenditure,Total Expenditure,Economic Development,Info-Communications and Media Development,Development,29,0
2019,Actual,Expenditure,Total Expenditure,Government Administration,Finance,Operating,852,0.002
2019,Actual,Expenditure,Total Expenditure,Government Administration,Finance,Development,56,0
2019,Actual,Expenditure,Total Expenditure,Government Administration,Law,Operating,218,0
2019,Actual,Expenditure,Total Expenditure,Government Administration,Law,Development,311,0.001
2019,Actual,Expenditure,Total Expenditure,Government Administration,Organs of State,Operating,508,0.001
2019,Actual,Expenditure,Total Expenditure,Government Administration,Organs of State,Development,217,0
2019,Actual,Expenditure,Total Expenditure,Government Administration,Prime Minister's Office,Operating,746,0.001
2019,Actual,Expenditure,Total Expenditure,Government Administration,Prime Minister's Office,Development,172,0
2019,Actual,Expenditure,Special Transfers Excluding Top-ups to Endowment and Trust Funds,Special Transfers Excluding Top-ups to Endowment and Trust Funds,Special Transfers Excluding Top-ups to Endowment and Trust Funds,Special Transfers Excluding Top-ups to Endowment and Trust Funds,1561,0.003
2019,Actual,Expenditure,Top-ups to Endowment and Trust Funds,Top-ups to Endowment and Trust Funds,Top-ups to Endowment and Trust Funds,Top-ups to Endowment and Trust Funds,13568,0.027
2019,Actual,Expenditure,Interest Costs and Loan Expenses,Interest Costs and Loan Expenses,Interest Costs and Loan Expenses,Interest Costs and Loan Expenses,0,0
2019,Actual,Expenditure,Capitalisation of Nationally Significant Infrastructure,Capitalisation of Nationally Significant Infrastructure,Capitalisation of Nationally Significant Infrastructure,Capitalisation of Nationally Significant Infrastructure,0,0
2019,Actual,Expenditure,Depreciation of Nationally Significant Infrastructure,Depreciation of Nationally Significant Infrastructure,Depreciation of Nationally Significant Infrastructure,Depreciation of Nationally Significant Infrastructure,0,0
2019,Actual,Revenue,Operating Revenue,Operating Revenue,Corporate Income Tax,Corporate Income Tax,16732,0.033
2019,Actual,Revenue,Operating Revenue,Operating Revenue,Personal Income Tax,Personal Income Tax,12368,0.024
2019,Actual,Revenue,Operating Revenue,Operating Revenue,Withholding Tax,Withholding Tax,1637,0.003
2019,Actual,Revenue,Operating Revenue,Operating Revenue,Statutory Boards' Contributions,Statutory Boards' Contributions,1798,0.004
2019,Actual,Revenue,Operating Revenue,Operating Revenue,Assets Taxes,Assets Taxes,4762,0.009
2019,Actual,Revenue,Operating Revenue,Operating Revenue,"Customs, Excise and Carbon Taxes","Customs, Excise and Carbon Taxes",3264,0.006
2019,Actual,Revenue,Operating Revenue,Operating Revenue,Goods and Services Tax,Goods and Services Tax,11164,0.022
2019,Actual,Revenue,Operating Revenue,Operating Revenue,Motor Vehicle Taxes,Motor Vehicle Taxes,2419,0.005
2019,Actual,Revenue,Operating Revenue,Operating Revenue,Betting Taxes,Betting Taxes,2620,0.005
2019,Actual,Revenue,Operating Revenue,Operating Revenue,Stamp Duty,Stamp Duty,4199,0.008
2019,Actual,Revenue,Operating Revenue,Operating Revenue,Other Taxes,Other Taxes,6683,0.013
2019,Actual,Revenue,Operating Revenue,Operating Revenue,Vehicle Quota Premiums,Vehicle Quota Premiums,2865,0.006
2019,Actual,Revenue,Operating Revenue,Operating Revenue,Fees and Charges (Excluding Vehicle Quota Premiums),Fees and Charges (Excluding Vehicle Quota Premiums),3409,0.007
2019,Actual,Revenue,Operating Revenue,Operating Revenue,Others,Others,354,0.001
2019,Actual,Revenue,Net Investment Income/Returns Contribution,Net Investment Income/Returns Contribution,Net Investment Income/Returns Contribution,Net Investment Income/Returns Contribution,17038,0.033
2020,Actual,Expenditure,Total Expenditure,Social Development,Education,Operating,11767,0.025
2020,Actual,Expenditure,Total Expenditure,Social Development,Education,Development,493,0.001
2020,Actual,Expenditure,Total Expenditure,Social Development,National Development,Operating,4626,0.01
2020,Actual,Expenditure,Total Expenditure,Social Development,National Development,Development,1191,0.002
2020,Actual,Expenditure,Total Expenditure,Social Development,Health,Operating,14311,0.03
2020,Actual,Expenditure,Total Expenditure,Social Development,Health,Development,949,0.002
2020,Actual,Expenditure,Total Expenditure,Social Development,Sustainability and the Environment,Operating,1646,0.003
2020,Actual,Expenditure,Total Expenditure,Social Development,Sustainability and the Environment,Development,708,0.001
2020,Actual,Expenditure,Total Expenditure,Social Development,"Culture, Community and Youth",Operating,1927,0.004
2020,Actual,Expenditure,Total Expenditure,Social Development,"Culture, Community and Youth",Development,207,0
2020,Actual,Expenditure,Total Expenditure,Social Development,Social and Family Development,Operating,3673,0.008
2020,Actual,Expenditure,Total Expenditure,Social Development,Social and Family Development,Development,93,0
